road_id,road_name,area,thana,hour,day_of_week,is_weekend,is_night,is_rush_hour,rain,historical_incidents,night_incident_ratio,lighting_condition,bus_stops_count,police_stations_nearby,commercial_density,road_type_code,length_meters,expected_intensity,risk_score,target_high_risk
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,1,Wednesday,0,1,0,0,11,0.273,2,3,1,2,3,800,0.634,13,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,1,Wednesday,0,1,0,1,11,0.273,2,3,1,2,3,800,0.76,14,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,1,Thursday,0,1,0,0,11,0.273,2,3,1,2,3,800,0.634,13,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,1,Thursday,0,1,0,1,11,0.273,2,3,1,2,3,800,0.76,14,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,1,Friday,1,1,0,0,11,0.273,2,3,1,2,3,800,0.792,14,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,1,Friday,1,1,0,1,11,0.273,2,3,1,2,3,800,0.95,16,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,1,Saturday,1,1,0,0,11,0.273,2,3,1,2,3,800,0.792,14,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,1,Saturday,1,1,0,1,11,0.273,2,3,1,2,3,800,0.95,16,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,1,Sunday,0,1,0,0,11,0.273,2,3,1,2,3,800,0.634,13,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,1,Sunday,0,1,0,1,11,0.273,2,3,1,2,3,800,0.76,14,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,2,Monday,0,1,0,0,11,0.273,2,3,1,2,3,800,0.475,11,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,2,Monday,0,1,0,1,11,0.273,2,3,1,2,3,800,0.57,12,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,2,Tuesday,0,1,0,0,11,0.273,2,3,1,2,3,800,0.475,11,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,2,Tuesday,0,1,0,1,11,0.273,2,3,1,2,3,800,0.57,12,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,2,Wednesday,0,1,0,0,11,0.273,2,3,1,2,3,800,0.475,11,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,2,Wednesday,0,1,0,1,11,0.273,2,3,1,2,3,800,0.57,12,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,2,Thursday,0,1,0,0,11,0.273,2,3,1,2,3,800,0.475,11,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,2,Thursday,0,1,0,1,11,0.273,2,3,1,2,3,800,0.57,12,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,2,Friday,1,1,0,0,11,0.273,2,3,1,2,3,800,0.594,12,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,2,Friday,1,1,0,1,11,0.273,2,3,1,2,3,800,0.713,13,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,2,Saturday,1,1,0,0,11,0.273,2,3,1,2,3,800,0.594,12,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,2,Saturday,1,1,0,1,11,0.273,2,3,1,2,3,800,0.713,13,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,2,Sunday,0,1,0,0,11,0.273,2,3,1,2,3,800,0.475,11,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,2,Sunday,0,1,0,1,11,0.273,2,3,1,2,3,800,0.57,12,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,3,Monday,0,1,0,0,11,0.273,2,3,1,2,3,800,0.475,11,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,3,Monday,0,1,0,1,11,0.273,2,3,1,2,3,800,0.57,12,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,3,Tuesday,0,1,0,0,11,0.273,2,3,1,2,3,800,0.475,11,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,3,Tuesday,0,1,0,1,11,0.273,2,3,1,2,3,800,0.57,12,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,3,Wednesday,0,1,0,0,11,0.273,2,3,1,2,3,800,0.475,11,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,3,Wednesday,0,1,0,1,11,0.273,2,3,1,2,3,800,0.57,12,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,3,Thursday,0,1,0,0,11,0.273,2,3,1,2,3,800,0.475,11,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,3,Thursday,0,1,0,1,11,0.273,2,3,1,2,3,800,0.57,12,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,3,Friday,1,1,0,0,11,0.273,2,3,1,2,3,800,0.594,12,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,3,Friday,1,1,0,1,11,0.273,2,3,1,2,3,800,0.713,13,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,3,Saturday,1,1,0,0,11,0.273,2,3,1,2,3,800,0.594,12,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,3,Saturday,1,1,0,1,11,0.273,2,3,1,2,3,800,0.713,13,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,3,Sunday,0,1,0,0,11,0.273,2,3,1,2,3,800,0.475,11,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,3,Sunday,0,1,0,1,11,0.273,2,3,1,2,3,800,0.57,12,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,4,Monday,0,1,0,0,11,0.273,2,3,1,2,3,800,0.475,11,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,4,Monday,0,1,0,1,11,0.273,2,3,1,2,3,800,0.57,12,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,4,Tuesday,0,1,0,0,11,0.273,2,3,1,2,3,800,0.475,11,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,4,Tuesday,0,1,0,1,11,0.273,2,3,1,2,3,800,0.57,12,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,4,Wednesday,0,1,0,0,11,0.273,2,3,1,2,3,800,0.475,11,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,4,Wednesday,0,1,0,1,11,0.273,2,3,1,2,3,800,0.57,12,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,4,Thursday,0,1,0,0,11,0.273,2,3,1,2,3,800,0.475,11,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,4,Thursday,0,1,0,1,11,0.273,2,3,1,2,3,800,0.57,12,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,4,Friday,1,1,0,0,11,0.273,2,3,1,2,3,800,0.594,12,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,4,Friday,1,1,0,1,11,0.273,2,3,1,2,3,800,0.713,13,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,4,Saturday,1,1,0,0,11,0.273,2,3,1,2,3,800,0.594,12,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,4,Saturday,1,1,0,1,11,0.273,2,3,1,2,3,800,0.713,13,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,4,Sunday,0,1,0,0,11,0.273,2,3,1,2,3,800,0.475,11,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,4,Sunday,0,1,0,1,11,0.273,2,3,1,2,3,800,0.57,12,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,5,Monday,0,0,0,0,11,0.273,2,3,1,2,3,800,0.158,9,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,5,Monday,0,0,0,1,11,0.273,2,3,1,2,3,800,0.158,9,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,5,Tuesday,0,0,0,0,11,0.273,2,3,1,2,3,800,0.158,9,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,5,Tuesday,0,0,0,1,11,0.273,2,3,1,2,3,800,0.158,9,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,5,Wednesday,0,0,0,0,11,0.273,2,3,1,2,3,800,0.158,9,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,5,Wednesday,0,0,0,1,11,0.273,2,3,1,2,3,800,0.158,9,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,5,Thursday,0,0,0,0,11,0.273,2,3,1,2,3,800,0.158,9,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,5,Thursday,0,0,0,1,11,0.273,2,3,1,2,3,800,0.158,9,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,5,Friday,1,0,0,0,11,0.273,2,3,1,2,3,800,0.158,9,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,5,Friday,1,0,0,1,11,0.273,2,3,1,2,3,800,0.158,9,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,5,Saturday,1,0,0,0,11,0.273,2,3,1,2,3,800,0.158,9,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,5,Saturday,1,0,0,1,11,0.273,2,3,1,2,3,800,0.158,9,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,5,Sunday,0,0,0,0,11,0.273,2,3,1,2,3,800,0.158,9,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,5,Sunday,0,0,0,1,11,0.273,2,3,1,2,3,800,0.158,9,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,6,Monday,0,0,0,0,11,0.273,2,3,1,2,3,800,0.158,9,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,6,Monday,0,0,0,1,11,0.273,2,3,1,2,3,800,0.158,9,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,6,Tuesday,0,0,0,0,11,0.273,2,3,1,2,3,800,0.158,9,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,6,Tuesday,0,0,0,1,11,0.273,2,3,1,2,3,800,0.158,9,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,6,Wednesday,0,0,0,0,11,0.273,2,3,1,2,3,800,0.158,9,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,6,Wednesday,0,0,0,1,11,0.273,2,3,1,2,3,800,0.158,9,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,6,Thursday,0,0,0,0,11,0.273,2,3,1,2,3,800,0.158,9,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,6,Thursday,0,0,0,1,11,0.273,2,3,1,2,3,800,0.158,9,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,6,Friday,1,0,0,0,11,0.273,2,3,1,2,3,800,0.158,9,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,6,Friday,1,0,0,1,11,0.273,2,3,1,2,3,800,0.158,9,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,6,Saturday,1,0,0,0,11,0.273,2,3,1,2,3,800,0.158,9,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,6,Saturday,1,0,0,1,11,0.273,2,3,1,2,3,800,0.158,9,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,6,Sunday,0,0,0,0,11,0.273,2,3,1,2,3,800,0.158,9,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,6,Sunday,0,0,0,1,11,0.273,2,3,1,2,3,800,0.158,9,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,7,Monday,0,0,0,0,11,0.273,2,3,1,2,3,800,0.158,9,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,7,Monday,0,0,0,1,11,0.273,2,3,1,2,3,800,0.158,9,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,7,Tuesday,0,0,0,0,11,0.273,2,3,1,2,3,800,0.158,9,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,7,Tuesday,0,0,0,1,11,0.273,2,3,1,2,3,800,0.158,9,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,7,Wednesday,0,0,0,0,11,0.273,2,3,1,2,3,800,0.158,9,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,7,Wednesday,0,0,0,1,11,0.273,2,3,1,2,3,800,0.158,9,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,7,Thursday,0,0,0,0,11,0.273,2,3,1,2,3,800,0.158,9,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,7,Thursday,0,0,0,1,11,0.273,2,3,1,2,3,800,0.158,9,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,7,Friday,1,0,0,0,11,0.273,2,3,1,2,3,800,0.158,9,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,7,Friday,1,0,0,1,11,0.273,2,3,1,2,3,800,0.158,9,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,7,Saturday,1,0,0,0,11,0.273,2,3,1,2,3,800,0.158,9,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,7,Saturday,1,0,0,1,11,0.273,2,3,1,2,3,800,0.158,9,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,7,Sunday,0,0,0,0,11,0.273,2,3,1,2,3,800,0.158,9,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,7,Sunday,0,0,0,1,11,0.273,2,3,1,2,3,800,0.158,9,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,8,Monday,0,0,1,0,11,0.273,2,3,1,2,3,800,0.158,9,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,8,Monday,0,0,1,1,11,0.273,2,3,1,2,3,800,0.158,9,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,8,Tuesday,0,0,1,0,11,0.273,2,3,1,2,3,800,0.158,9,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,8,Tuesday,0,0,1,1,11,0.273,2,3,1,2,3,800,0.158,9,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,8,Wednesday,0,0,1,0,11,0.273,2,3,1,2,3,800,0.158,9,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,8,Wednesday,0,0,1,1,11,0.273,2,3,1,2,3,800,0.158,9,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,8,Thursday,0,0,1,0,11,0.273,2,3,1,2,3,800,0.158,9,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,8,Thursday,0,0,1,1,11,0.273,2,3,1,2,3,800,0.158,9,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,8,Friday,1,0,1,0,11,0.273,2,3,1,2,3,800,0.158,9,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,8,Friday,1,0,1,1,11,0.273,2,3,1,2,3,800,0.158,9,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,8,Saturday,1,0,1,0,11,0.273,2,3,1,2,3,800,0.158,9,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,8,Saturday,1,0,1,1,11,0.273,2,3,1,2,3,800,0.158,9,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,8,Sunday,0,0,1,0,11,0.273,2,3,1,2,3,800,0.158,9,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,8,Sunday,0,0,1,1,11,0.273,2,3,1,2,3,800,0.158,9,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,9,Monday,0,0,1,0,11,0.273,2,3,1,2,3,800,0.158,9,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,9,Monday,0,0,1,1,11,0.273,2,3,1,2,3,800,0.158,9,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,9,Tuesday,0,0,1,0,11,0.273,2,3,1,2,3,800,0.158,9,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,9,Tuesday,0,0,1,1,11,0.273,2,3,1,2,3,800,0.158,9,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,9,Wednesday,0,0,1,0,11,0.273,2,3,1,2,3,800,0.158,9,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,9,Wednesday,0,0,1,1,11,0.273,2,3,1,2,3,800,0.158,9,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,9,Thursday,0,0,1,0,11,0.273,2,3,1,2,3,800,0.158,9,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,9,Thursday,0,0,1,1,11,0.273,2,3,1,2,3,800,0.158,9,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,9,Friday,1,0,1,0,11,0.273,2,3,1,2,3,800,0.158,9,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,9,Friday,1,0,1,1,11,0.273,2,3,1,2,3,800,0.158,9,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,9,Saturday,1,0,1,0,11,0.273,2,3,1,2,3,800,0.158,9,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,9,Saturday,1,0,1,1,11,0.273,2,3,1,2,3,800,0.158,9,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,9,Sunday,0,0,1,0,11,0.273,2,3,1,2,3,800,0.158,9,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,9,Sunday,0,0,1,1,11,0.273,2,3,1,2,3,800,0.158,9,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,10,Monday,0,0,1,0,11,0.273,2,3,1,2,3,800,0.158,9,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,10,Monday,0,0,1,1,11,0.273,2,3,1,2,3,800,0.158,9,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,10,Tuesday,0,0,1,0,11,0.273,2,3,1,2,3,800,0.158,9,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,10,Tuesday,0,0,1,1,11,0.273,2,3,1,2,3,800,0.158,9,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,10,Wednesday,0,0,1,0,11,0.273,2,3,1,2,3,800,0.158,9,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,10,Wednesday,0,0,1,1,11,0.273,2,3,1,2,3,800,0.158,9,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,10,Thursday,0,0,1,0,11,0.273,2,3,1,2,3,800,0.158,9,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,10,Thursday,0,0,1,1,11,0.273,2,3,1,2,3,800,0.158,9,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,10,Friday,1,0,1,0,11,0.273,2,3,1,2,3,800,0.158,9,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,10,Friday,1,0,1,1,11,0.273,2,3,1,2,3,800,0.158,9,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,10,Saturday,1,0,1,0,11,0.273,2,3,1,2,3,800,0.158,9,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,10,Saturday,1,0,1,1,11,0.273,2,3,1,2,3,800,0.158,9,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,10,Sunday,0,0,1,0,11,0.273,2,3,1,2,3,800,0.158,9,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,10,Sunday,0,0,1,1,11,0.273,2,3,1,2,3,800,0.158,9,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,11,Monday,0,0,0,0,11,0.273,2,3,1,2,3,800,0.158,9,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,11,Monday,0,0,0,1,11,0.273,2,3,1,2,3,800,0.158,9,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,11,Tuesday,0,0,0,0,11,0.273,2,3,1,2,3,800,0.158,9,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,11,Tuesday,0,0,0,1,11,0.273,2,3,1,2,3,800,0.158,9,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,11,Wednesday,0,0,0,0,11,0.273,2,3,1,2,3,800,0.158,9,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,11,Wednesday,0,0,0,1,11,0.273,2,3,1,2,3,800,0.158,9,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,11,Thursday,0,0,0,0,11,0.273,2,3,1,2,3,800,0.158,9,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,11,Thursday,0,0,0,1,11,0.273,2,3,1,2,3,800,0.158,9,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,11,Friday,1,0,0,0,11,0.273,2,3,1,2,3,800,0.158,9,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,11,Friday,1,0,0,1,11,0.273,2,3,1,2,3,800,0.158,9,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,11,Saturday,1,0,0,0,11,0.273,2,3,1,2,3,800,0.158,9,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,11,Saturday,1,0,0,1,11,0.273,2,3,1,2,3,800,0.158,9,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,11,Sunday,0,0,0,0,11,0.273,2,3,1,2,3,800,0.158,9,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,11,Sunday,0,0,0,1,11,0.273,2,3,1,2,3,800,0.158,9,0
ROAD_01,Mirpur Road (Science Lab to Kalabagan),Dhanmondi,New Market,12,Monday,0,0,0,0,11,0.273,2,3,1,2,3,800,0.29,10,0
